rank,programme_name,institution,job_title,employer_sector,location,job_url,hybrid_score,semantic_score,top_skill_gaps
8,Multimedia design,Vilnius Gediminas Technical University,IT projektų vadovė (-as),,Klaipėda,https://en.cvbankas.lt/it-projektu-vadove-as-klaipedoje/1-12847891,0.1015,0.4197,English; ICT project management methodologies; communicate with customers; plan; team building; statistics; manage time; Lithuanian; customer relationship management; business law
9,Multimedia design,Vilnius Gediminas Technical University,IT specialisto (-ės) asistentas (-ė) Vilniuje,,Vilnius,https://en.cvbankas.lt/it-specialisto-es-asistentas-e-vilniuje-vilniuje/1-13697171,0.0988,0.3906,Android (mobile operating systems); office software; operating systems; troubleshoot; think analytically; cyber security; accounting
10,Multimedia design,Vilnius Gediminas Technical University,IT SISTEMŲ TESTUOTOJAS (-A),,Kaunas,https://en.cvbankas.lt/it-sistemu-testuotojas-a-kaune/1-9459234,0.0984,0.3943,English; style sheet languages; plan; ICT project management methodologies; think analytically; electronic communication; detect bottlenecks; manage time
1,Multimedia technology,Kauno kolegija / Higher Education Institution,Mid/Senior Meta Media Buyer,,Vilnius,https://en.cvbankas.lt/mid-senior-meta-media-buyer-vilniuje/1-13757529,0.3994,0.4545,think analytically
2,Multimedia technology,Kauno kolegija / Higher Education Institution,Engineering Manager,,Vilnius,https://en.cvbankas.lt/engineering-manager-vilniuje/1-13751231,0.2761,0.5059,"Agile development; ecosystems; team building; build trust; ICT project management methodologies; lead others; human resource management; perform procurement processes; trademarks; promote ideas, products, services"
3,Multimedia technology,Kauno kolegija / Higher Education Institution,Product Manager,,Vilnius,https://en.cvbankas.lt/product-manager-vilniuje/1-13725955,0.2755,0.5195,"ICT project management methodologies; lead others; trademarks; promote ideas, products, services; perform procurement processes; Agile development; ecosystems; team building; build trust; human resource management"
4,Multimedia technology,Kauno kolegija / Higher Education Institution,Telekomunikacijų specialistas – bazinių stočių montuotojas LIETUVA,,Vilnius,https://en.cvbankas.lt/telekomunikaciju-specialistas-baziniu-stociu-montuotojas-lietuva-vilniuje/1-13540245,0.2439,0.523,German; history; procurement of ICT network equipment; electrical engineering; morality; have computer literacy; maintain equipment; work in teams; team building; perform project management
5,Multimedia technology,Kauno kolegija / Higher Education Institution,PROJEKTŲ VADOVAS (Telekomunikacijos / Mobilus ryšys) – EUROPA,,Vilnius,https://en.cvbankas.lt/projektu-vadovas-telekomunikacijos-mobilus-rysys-europa-vilniuje/1-13743447,0.2166,0.4836,German; history; morality; team building; perform project management; assume responsibility; procurement of ICT network equipment; electrical engineering; have computer literacy; maintain equipment
6,Multimedia technology,Kauno kolegija / Higher Education Institution,Jaunesnysis (-ioji) socialinių tinklų reklamos dizaineris (-ė) / IT projektų specialistas (-ė),,Vilnius,https://en.cvbankas.lt/jaunesnysis-ioji-socialiniu-tinklu-reklamos-dizaineris-e-it-projektu-specialistas-e-vilniuje/1-13750591,0.2025,0.5402,solve problems; react to events in time-critical environments
7,Multimedia technology,Kauno kolegija / Higher Education Institution,LEAD ENGINEER PROJECTS,,Kaunas,https://en.cvbankas.lt/lead-engineer-projects-kaune/1-13656701,0.1596,0.5099,SMED; lean manufacturing; pneumatics; manufacturing processes; quality standards; mechanics; programmable logic controller; lead others; perform procurement processes
8,Multimedia technology,Kauno kolegija / Higher Education Institution,AI Analyst,,Vilnius,https://en.cvbankas.lt/ai-analyst-vilniuje/1-13694389,0.1543,0.4816,SQL; computer vision; data engineering; computer science; economics; consultation; ICT project management methodologies; Python (computer programming); environmental engineering; tools for software configuration management
9,Multimedia technology,Kauno kolegija / Higher Education Institution,Join our Marketing Team as a Website and Content Specialist,,Šiauliai,https://en.cvbankas.lt/join-our-marketing-team-as-a-website-and-content-specialist-siauliuose/1-13746459,0.1511,0.4977,team building; lead others; assume responsibility; adopt ways to reduce pollution; TypeScript; JavaScript; PostgreSQL; style sheet languages; Python (computer programming); financial forecasting
10,Multimedia technology,Kauno kolegija / Higher Education Institution,Technologijų departamento direktorius (-ė),,Klaipėda,https://en.cvbankas.lt/technologiju-departamento-direktorius-e-klaipedoje/1-13740375,0.122,0.4951,quality standards; create solutions to problems; assume responsibility; Internet of Things; manufacturing processes; data protection; solve problems; business management principles; computer science; patents
1,Multimedia Technologies,Kaunas University of Technology,Gameplay Programmer,,Vilnius,https://en.cvbankas.lt/gameplay-programmer-vilniuje/1-9413531,0.2239,0.4889,JavaScript; Android (mobile operating systems); Java (computer programming); C#; TypeScript; C++; demonstrate curiosity; tools for software configuration management; Unity (digital game creation systems); computer technology
2,Multimedia Technologies,Kaunas University of Technology,DevOps and Cloud Engineer,,"Kaunas, Kaunas, Lithuania",https://www.linkedin.com/jobs/view/4387402181/?eBP=CwEAAAGdXVJzL3zb3qq3YKLU8yyFMsWaz6tWTfyW8Y0sXjol4QoUgIWYqlZjYtXDEXj95Lu9P0cqs4f6VcAc3zcmQ2-F3CGjLw0JYaahXxzLZ8QDERouaF9lG-fSyd7OcsyzSo54TWmAAsUukcJNHQyzYZbB-t3mHVXpkIQWBNT2QgPkgrb-YQSzTOvbQ4OL0N_SCQ0DsKAH9HxbBbl0lfeeLNJIHMGGGPUvAnyLzy9YjBxTNgwJsZGK9ammlfywoZZERcvlOk5Vm8Ihc0I3wfOkNLv32v8TwyyVauA-ybqS2ZpxON1RX6qi8TtwaTyQCumOzA1sVvPEsfyQ5cI9rF6BKYmp0oaGmnb2DkW9V1EXWMrz17NT1_viTFITxvndmKvMEWNkiLdPNKD-eTVXoDSuyddSxkiVHH7_h1lN1Yh4oo8lpomCndN5Ig3E_ocuzo094krKWPnGKw47-SHGU3mpxJGvXE7q4j4kM1DllhPXhK_hWMCY3OZKjwViNl8VL8sd84n1Lz1AimmWhfTMyMJPoEllfj0e2tJDQuFmU8Kd&refId=9cGkUbOOhOKqDBgZIBV0VQ%3D%3D&trackingId=al3Ay%2F7mgk6FRgl5KDAqFA%3D%3D&trk=flagship3_search_srp_jobs,0.1654,0.4691,DevOps; ICT project management methodologies; troubleshoot; Jenkins (tools for software configuration management); Python (computer programming); implement ICT recovery system; computer technology; computer programming; Puppet (tools for software configuration management); customer relationship management
3,Multimedia Technologies,Kaunas University of Technology,Game Designer,,Vilnius,https://en.cvbankas.lt/game-designer-vilniuje/1-13401896,0.1412,0.441,Android (mobile operating systems); mechanics; digital game creation systems; Unity (digital game creation systems); computer technology; JavaScript; Java (computer programming); C#; TypeScript; C++
4,Multimedia Technologies,Kaunas University of Technology,"Vyr. JAVA programuotojas (Vilnius, Lietuva)",,"Vilnius, Vilniaus, Lithuania (Hybrid)",https://www.linkedin.com/jobs/collections/recommended/?currentJobId=4385327940&eBP=CwEAAAGdXWmRyzFQVsckbSDbr-l84DhZhitAON3Q4ut4ljFP-LjWVJcV-p15EvtZwN6iH7zjMcFU-EgUZroPibulLIz2g9XTJfLE84iIsr5ZCxWEgU9VejK66s9KIqGMCvKRpaT9qVaWGIiFW28s5Kn1y4KOz5eenzv1DbepY4mHXtOd8Lnj0JwNxqPrEHPHxQwY-lAlRH3X46-ISPwoRPHzjx5J7-ZeFbh4vUC2zZfIR6sVnEl8-_PQ06X6zdwj5hgUl0Nwk4AYiZYZpVJfNILt1CFllKKDllyEdbSZ-5CceYcXQlc513AuuXiQENFLywv18BZHNY5n0OiKnIqaD11DCu3KEZgm-RP-foeOdKve1YxeU4YLzEeVIv3AbuWDKVU1u3odXp7ZnFAYVg5ckow2vK_N-utT6o9cozpy15Pwg3kdaC36GsRvnbFDaGnZakEMaT30vSB1m8Hh-ydGxtL70Vjhif8zX-gC06aTExymHdRkY9N-xfVF&refId=UuqQ2u0mDoCjS%2FOYIL3ThQ%3D%3D&trackingId=gUSz5M%2F35ImB3Cer%2Bz8Btg%3D%3D,0.1393,0.4514,TypeScript; Java (computer programming); ICT project management methodologies; database; consumer protection; tools for software configuration management; patents; ML (computer programming)
5,Multimedia Technologies,Kaunas University of Technology,IT specialisto (-ės) asistentas (-ė) Vilniuje,,Vilnius,https://en.cvbankas.lt/it-specialisto-es-asistentas-e-vilniuje-vilniuje/1-13697171,0.1362,0.4413,Android (mobile operating systems); office software; troubleshoot; think analytically; computer technology; cyber security; accounting
6,Multimedia Technologies,Kaunas University of Technology,Full-Stack Developer – Remote,,Vilnius,https://en.cvbankas.lt/full-stack-developer-remote-vilniuje/1-13726333,0.1289,0.4525,JavaScript; Internet of Things; machine learning; MySQL; Python (computer programming); computer technology; environmental management standards; TypeScript; web services; think analytically
7,Multimedia Technologies,Kaunas University of Technology,Join our team as a JUNIOR System Analyst!,,Work from home,https://en.cvbankas.lt/join-our-team-as-a-junior-system-analyst-darbas-namuose/1-13699867,0.1276,0.4404,meet deadlines; business processes; team building; improve business processes; report facts; apply information security policies; adopt ways to reduce pollution; design principles; schedule production; think critically
8,Multimedia Technologies,Kaunas University of Technology,IT SISTEMŲ ADMINISTRATORIŲ (-Ę),,Vilnius,https://en.cvbankas.lt/it-sistemu-administratoriu-e-vilniuje/1-13734017,0.1229,0.4477,SQL; think analytically; patents; computer technology; computer programming; cyber security; data protection; renewable energy; manage digital documents; digital identity management
9,Multimedia Technologies,Kaunas University of Technology,IT specialistas (-ė) (kompiuterinių darbo vietų priežiūra),,Vilnius,https://en.cvbankas.lt/it-specialistas-e-kompiuteriniu-darbo-vietu-prieziura-vilniuje/1-13755395,0.1202,0.4611,troubleshoot; computer technology; solve problems; team building; manage closed-circuit television system; assume responsibility
10,Multimedia Technologies,Kaunas University of Technology,Jaunesnysis (-ioji) socialinių tinklų reklamos dizaineris (-ė) / IT projektų specialistas (-ė),,Vilnius,https://en.cvbankas.lt/jaunesnysis-ioji-socialiniu-tinklu-reklamos-dizaineris-e-it-projektu-specialistas-e-vilniuje/1-13750591,0.1185,0.4951,solve problems; react to events in time-critical environments; computer technology
1,Multimedia Technologies,Šiaulių valstybinė kolegija / Higher Education Institution,Jaunesnysis (-ioji) socialinių tinklų reklamos dizaineris (-ė) / IT projektų specialistas (-ė),,Vilnius,https://en.cvbankas.lt/jaunesnysis-ioji-socialiniu-tinklu-reklamos-dizaineris-e-it-projektu-specialistas-e-vilniuje/1-13750591,0.1991,0.5499,solve problems; react to events in time-critical environments
2,Multimedia Technologies,Šiaulių valstybinė kolegija / Higher Education Institution,IT Technikas,,Ukmergė,https://en.cvbankas.lt/it-technikas-ukmergeje/1-11323919,0.1764,0.4771,accounting; perform warehousing operations; Assembly (computer programming); packaging engineering; troubleshoot; maintain equipment; electronic locks; electronics; think analytically; SQL
3,Multimedia Technologies,Šiaulių valstybinė kolegija / Higher Education Institution,VYR. DUOMENŲ ANALITIKAS (-Ė),,Vilnius,https://en.cvbankas.lt/vyr-duomenu-analitikas-e-vilniuje/1-13739827,0.1329,0.4583,"SQL; data analytics; digitization; think analytically; business intelligence; management department processes; SQL Server; data extraction, transformation and loading tools; data warehouse; data engineering"
4,Multimedia Technologies,Šiaulių valstybinė kolegija / Higher Education Institution,Infrastructure Automation Engineer (Linux / DevOps),,Kaunas,https://en.cvbankas.lt/infrastructure-automation-engineer-linux-devops-kaune/1-13755285,0.1028,0.4484,Python (computer programming); DevOps; tools for software configuration management; computer programming; ICT project management methodologies; troubleshoot; Jenkins (tools for software configuration management); implement ICT recovery system; web application security threats; building automation
5,Multimedia Technologies,Šiaulių valstybinė kolegija / Higher Education Institution,DESIGN ENGINEER,,Klaipėda,https://en.cvbankas.lt/design-engineer-klaipedoje/1-13757329,0.0946,0.4971,production processes
6,Multimedia Technologies,Šiaulių valstybinė kolegija / Higher Education Institution,LEAD ENGINEER PROJECTS,,Kaunas,https://en.cvbankas.lt/lead-engineer-projects-kaune/1-13656701,0.0912,0.4874,SMED; lean manufacturing; pneumatics; Lithuanian; manufacturing processes; quality standards; mechanics; programmable logic controller; lead others; perform procurement processes
7,Multimedia Technologies,Šiaulių valstybinė kolegija / Higher Education Institution,Junior Front-End Developer,,Kaunas,https://en.cvbankas.lt/junior-front-end-developer-kaune/1-13750941,0.091,0.4568,JavaScript; TypeScript; ICT project management methodologies; create prototype of user experience solutions; style sheet languages; Agile development; politics; Jenkins (tools for software configuration management); demonstrate curiosity; perform cleaning duties
8,Multimedia Technologies,Šiaulių valstybinė kolegija / Higher Education Institution,DevOps and Cloud Engineer,,"Kaunas, Kaunas, Lithuania",https://www.linkedin.com/jobs/view/4387402181/?eBP=CwEAAAGdXVJzL3zb3qq3YKLU8yyFMsWaz6tWTfyW8Y0sXjol4QoUgIWYqlZjYtXDEXj95Lu9P0cqs4f6VcAc3zcmQ2-F3CGjLw0JYaahXxzLZ8QDERouaF9lG-fSyd7OcsyzSo54TWmAAsUukcJNHQyzYZbB-t3mHVXpkIQWBNT2QgPkgrb-YQSzTOvbQ4OL0N_SCQ0DsKAH9HxbBbl0lfeeLNJIHMGGGPUvAnyLzy9YjBxTNgwJsZGK9ammlfywoZZERcvlOk5Vm8Ihc0I3wfOkNLv32v8TwyyVauA-ybqS2ZpxON1RX6qi8TtwaTyQCumOzA1sVvPEsfyQ5cI9rF6BKYmp0oaGmnb2DkW9V1EXWMrz17NT1_viTFITxvndmKvMEWNkiLdPNKD-eTVXoDSuyddSxkiVHH7_h1lN1Yh4oo8lpomCndN5Ig3E_ocuzo094krKWPnGKw47-SHGU3mpxJGvXE7q4j4kM1DllhPXhK_hWMCY3OZKjwViNl8VL8sd84n1Lz1AimmWhfTMyMJPoEllfj0e2tJDQuFmU8Kd&refId=9cGkUbOOhOKqDBgZIBV0VQ%3D%3D&trackingId=al3Ay%2F7mgk6FRgl5KDAqFA%3D%3D&trk=flagship3_search_srp_jobs,0.0899,0.457,DevOps; ICT project management methodologies; computer programming; troubleshoot; Jenkins (tools for software configuration management); Python (computer programming); implement ICT recovery system; cloud technologies; Puppet (tools for software configuration management); customer relationship management
9,Multimedia Technologies,Šiaulių valstybinė kolegija / Higher Education Institution,IT inžinierius (-ė),,Kaunas,https://en.cvbankas.lt/it-inzinierius-e-kaune/1-13706767,0.0783,0.4793,Lithuanian; Android (mobile operating systems); plan; operating systems; troubleshoot; think analytically; personal development; solve problems; interact verbally in Lithuanian; assume responsibility
10,Multimedia Technologies,Šiaulių valstybinė kolegija / Higher Education Institution,Software helpdesk – junior IT Analyst,,Vilnius,https://en.cvbankas.lt/software-helpdesk-junior-it-analyst-vilniuje/1-13753555,0.077,0.4619,
1,Digital technologies and cyber security,Mykolas Romeris University,IRT specialistas (-ė) (SOC ir IT saugos sritis) | Technologijų skyrius,,Vilnius,https://en.cvbankas.lt/irt-specialistas-e-soc-ir-it-saugos-sritis-technologiju-skyrius-vilniuje/1-13733709,0.2186,0.4823,English; Lithuanian; operating systems; digital identity management; digital data processing; negotiate compromises; manage time; computer programming; in-circuit test; advise others
2,Digital technologies and cyber security,Mykolas Romeris University,SOC analitikas (-ė) kibernetinių grėsmių paieškai,,Vilnius,https://en.cvbankas.lt/soc-analitikas-e-kibernetiniu-gresmiu-paieskai-vilniuje/1-13395656,0.2159,0.5497,English; Lithuanian; computer programming; Python (computer programming); penetration testing tool; apply change management; digital data processing; security regulations; apply information security policies; think analytically
3,Digital technologies and cyber security,Mykolas Romeris University,Software Test Manager,,"Vilnius, Vilniaus, Lithuania (Hybrid)",https://www.linkedin.com/jobs/view/4396864190/?eBP=CwEAAAGdXVntZ7QsJYdUiu8Quf2GLuTTaOTbIIsW9fX6b22tbTV_bzCb37ZozkiX5KRayb4GUv1BQqTcF7_xxu1CYrOUTFAmTQpvL7WT0ezznSeyoo8tnS53k7PdamQpWdQE1UqDd7UvGyrO1-0tV8CO0vUXpvrzw61sQgCd5Hiue2Y5R-jNfHa-q8RJNHvUIL_k3YxcMjH_qkx18ch3tLAo8yOgjkGhc12AyiXwuae_8KXKt_xLmPlZdxJtcYohz3FYc3kq0nk8on8MGllXZaxDvi-BS_yRekVzrT83rzBbrsJ74A5-3oZop43Bv6dA_BI_mZrIOpqt0DBlzABSMeQ09ktdQGYEnLc0DhN4inH40tN8PywrJJhOooLoF1Mmoi7Do5ibMrpf3YfKlPOdQvgxDVErgdj_fZ5nydCszfqkhj5q3Bo97h_xdUrfPxP-bIcziNhX-reFZKVmE_9Xh5AnemC5pN9OswbRXPtpfZLXTkCiCj78YIoAA-66Vr54GB0t1Q04kYNIOnwq30xG7nUUr6F6J_Q&refId=6GiEAUVSkDxSu6caJTFUxQ%3D%3D&trackingId=xn00lydtjakgzkFEZO4imw%3D%3D&trk=flagship3_search_srp_jobs,0.2136,0.5028,English; plan; manage tests; ICT project management methodologies; manage time; mechanical systems; troubleshoot; electronics; C++; French
4,Digital technologies and cyber security,Mykolas Romeris University,KIBERNETINIO SAUGUMO VADOVAS (-Ė),,Kaunas,https://en.cvbankas.lt/kibernetinio-saugumo-vadovas-e-kaune/1-13760617,0.2121,0.5819,apply change management; digital data processing; security regulations; Lithuanian; computer programming; Python (computer programming); penetration testing tool
5,Digital technologies and cyber security,Mykolas Romeris University,Cyber Security Specialist,,Vilnius,https://en.cvbankas.lt/cyber-security-specialist-vilniuje/1-13680669,0.1953,0.5236,English; Lithuanian; DevOps; web application security threats; economics; think analytically; implement ICT recovery system; cloud security and compliance; security regulations; in-circuit test
6,Digital technologies and cyber security,Mykolas Romeris University,Pažeidžiamumų valdymo – įsilaužimų testavimo specialistas (-ė),,Vilnius,https://en.cvbankas.lt/pazeidziamumu-valdymo-isilauzimu-testavimo-specialistas-e-vilniuje/1-13194248,0.1886,0.5037,penetration testing tool; English; Lithuanian; computer programming; think critically; Python (computer programming); apply change management; digital data processing; security regulations
7,Digital technologies and cyber security,Mykolas Romeris University,SAUGUMO SPRENDIMŲ KOMPETENCIJŲ CENTRO VADOVAS (-Ė),,Vilnius,https://en.cvbankas.lt/saugumo-sprendimu-kompetenciju-centro-vadovas-e-vilniuje/1-13717451,0.1816,0.5862,English; cloud security and compliance; digital identity management; lead a team; quality assurance procedures; security regulations; manage time; apply strategic thinking; assume responsibility; think analytically
8,Digital technologies and cyber security,Mykolas Romeris University,AI Engineer (Applied AI) with verification,,"Vilnius, Vilniaus, Lithuania (Hybrid)",https://www.linkedin.com/jobs/view/4354609788/?eBP=CwEAAAGdXU_3Lpjva5gehuwkyxZOOeCMBLNABZouwvt95moQqldkZj82d9MFxAibHKwvHcRydrXa6rtBTFPsNBV4zX_5A9KyNJf_-ofgUfq-YZy77hlw36EosJqJdYRk9kmsGtqraQU9QmeTS5B89rNfVK9JUwgH9JOInDbgeM7epx921DQd72SXaWo1M0sb7HPrANFJ8FeiSgJOGh6xnkYWXMiBHEXNBJAecBgWS__K1NYvsYF60BZMbiTaH_Fm_SaXOiAcdqqFCab_EOtkdZzXKLDlT-W5wJSMXMeTqBv0slR8E8kDATovomB-czBgotIfWw9P9QX5o2s3qOh9QNMYse5ipOuzs1PSB2z1LQ3vhmi-GmGjkSX-MNTAPOgg2fRDV8aFmuACRRT6zWk8hRzE0XZd-FYmj-XKmqo9Veo0dJ62XkYlmgHz8aSHlLU9FV4-GypB9bSK156pWGRrTqxwjjyRrbfPWrduFwS0Rf7o30kJlFxUrKo8awCgQca5ifXdmZIc2QR8EekFCC7YSUkcjXohNje0D35mC3QLNQ&refId=wk4fVenEURubDB1Ehtm5HQ%3D%3D&trackingId=t02SStjRfp6kvPP77%2BKNiw%3D%3D&trk=flagship3_search_srp_jobs,0.18,0.4683,English; dies; Python (computer programming)
9,Digital technologies and cyber security,Mykolas Romeris University,SAUGUMO SPRENDIMŲ ARCHITEKTAS (-Ė),,Vilnius,https://en.cvbankas.lt/saugumo-sprendimu-architektas-e-vilniuje/1-13713875,0.1692,0.5983,English; think analytically; security regulations; manage time; assume responsibility; cloud security and compliance; digital identity management; lead a team; quality assurance procedures; apply strategic thinking
10,Digital technologies and cyber security,Mykolas Romeris University,IT administratorius (-ė),,Kaunas,https://en.cvbankas.lt/it-administratorius-e-kaune/1-13637509,0.1613,0.5108,English; digital identity management; patents; renewable energy; operating systems; manage digital documents; work in teams; security regulations; consultation; plan
1,Programming and Multimedia,SMK College of Applied Sciences,PHP programuotojas (-a) | Mid / Strong Mid,,Vilnius,https://en.cvbankas.lt/php-programuotojas-a-mid-strong-mid-vilniuje/1-13752651,0.2846,0.5351,logic; MySQL; cooperate with colleagues
2,Programming and Multimedia,SMK College of Applied Sciences,"Vyr. JAVA programuotojas (Vilnius, Lietuva)",,"Vilnius, Vilniaus, Lithuania (Hybrid)",https://www.linkedin.com/jobs/collections/recommended/?currentJobId=4385327940&eBP=CwEAAAGdXWmRyzFQVsckbSDbr-l84DhZhitAON3Q4ut4ljFP-LjWVJcV-p15EvtZwN6iH7zjMcFU-EgUZroPibulLIz2g9XTJfLE84iIsr5ZCxWEgU9VejK66s9KIqGMCvKRpaT9qVaWGIiFW28s5Kn1y4KOz5eenzv1DbepY4mHXtOd8Lnj0JwNxqPrEHPHxQwY-lAlRH3X46-ISPwoRPHzjx5J7-ZeFbh4vUC2zZfIR6sVnEl8-_PQ06X6zdwj5hgUl0Nwk4AYiZYZpVJfNILt1CFllKKDllyEdbSZ-5CceYcXQlc513AuuXiQENFLywv18BZHNY5n0OiKnIqaD11DCu3KEZgm-RP-foeOdKve1YxeU4YLzEeVIv3AbuWDKVU1u3odXp7ZnFAYVg5ckow2vK_N-utT6o9cozpy15Pwg3kdaC36GsRvnbFDaGnZakEMaT30vSB1m8Hh-ydGxtL70Vjhif8zX-gC06aTExymHdRkY9N-xfVF&refId=UuqQ2u0mDoCjS%2FOYIL3ThQ%3D%3D&trackingId=gUSz5M%2F35ImB3Cer%2Bz8Btg%3D%3D,0.2609,0.5126,English; TypeScript; ICT project management methodologies; consumer protection; tools for software configuration management; patents; ML (computer programming)
3,Programming and Multimedia,SMK College of Applied Sciences,BI programuotojas (-a),,Kaunas,https://en.cvbankas.lt/bi-programuotojas-a-kaune/1-13753903,0.1994,0.5091,SQL; business intelligence
4,Programming and Multimedia,SMK College of Applied Sciences,PHP PROGRAMUOTOJAS (-A),,Kaunas,https://en.cvbankas.lt/php-programuotojas-a-kaune/1-12323705,0.1603,0.5151,English; tools for software configuration management; JavaScript; style sheet languages; plan; team building; manage time; assume responsibility; MySQL; electronic communication
5,Programming and Multimedia,SMK College of Applied Sciences,IT PRAKTIKANTAS (-Ė) — SISTEMŲ KONFIGŪRAVIMAS,,Kaunas,https://en.cvbankas.lt/it-praktikantas-e-sistemu-konfiguravimas-kaune/1-13763965,0.1462,0.565,English; data protection; manage time; interact verbally in English
6,Programming and Multimedia,SMK College of Applied Sciences,FULL STACK PROGRAMUOTOJAS (-A),,Vilnius,https://en.cvbankas.lt/full-stack-programuotojas-a-vilniuje/1-13749131,0.1433,0.5222,ICT project management methodologies; C#; MySQL; SQL; PostgreSQL; Android (mobile operating systems); tools for software configuration management
7,Programming and Multimedia,SMK College of Applied Sciences,LEAD ENGINEER PROJECTS,,Kaunas,https://en.cvbankas.lt/lead-engineer-projects-kaune/1-13656701,0.138,0.5672,SMED; lean manufacturing; pneumatics; manufacturing processes; English; quality standards; mechanics; programmable logic controller; lead others; perform procurement processes
8,Programming and Multimedia,SMK College of Applied Sciences,SENIOR ERP SISTEMŲ (JAVA/KITA KALBA) PROGRAMUOTOJAS,,Kaunas,https://en.cvbankas.lt/senior-erp-sistemu-java-kita-kalba-programuotojas-kaune/1-13753585,0.1302,0.5232,PostgreSQL; SQL Server; customer relationship management; SQL; cloud technologies; tools for software configuration management; C++; ICT project management methodologies; Scala; think innovatively
9,Programming and Multimedia,SMK College of Applied Sciences,DIRBTINIO INTELEKTO INŽINIERĖ (-IUS) IT skyriuje,,Vilnius,https://en.cvbankas.lt/dirbtinio-intelekto-inziniere-ius-it-skyriuje-vilniuje/1-13749365,0.1233,0.5116,English; work in teams; machine learning; think analytically; show entrepreneurial spirit
10,Programming and Multimedia,SMK College of Applied Sciences,Join our team as a JUNIOR System Analyst!,,Work from home,https://en.cvbankas.lt/join-our-team-as-a-junior-system-analyst-darbas-namuose/1-13699867,0.1193,0.515,English; meet deadlines; business processes; manage time; team building; improve business processes; report facts; apply information security policies; adopt ways to reduce pollution; schedule production
1,Software Systems,Kauno kolegija / Higher Education Institution,IT specialisto (-ės) asistentas (-ė) Vilniuje,,Vilnius,https://en.cvbankas.lt/it-specialisto-es-asistentas-e-vilniuje-vilniuje/1-13697171,0.1709,0.4834,office software; troubleshoot; Android (mobile operating systems); think analytically; accounting
2,Software Systems,Kauno kolegija / Higher Education Institution,Software Engineer (React Native),,"Vilnius, Vilniaus, Lithuania (On-site)",https://www.linkedin.com/jobs/view/4388330996/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=6i6qglSW0W6eFOYOHvBmjw%3D%3D&trackingId=R6yHaEK%2B7Iq6zzGifG0qMA%3D%3D&trk=flagship3_search_srp_jobs,0.1666,0.5705,TypeScript; debug software; troubleshoot; ecosystems; ICT project management methodologies; tools for software configuration management; Swift (computer programming); show entrepreneurial spirit; software anomalies; perform cleaning duties
3,Software Systems,Kauno kolegija / Higher Education Institution,Full stack developer with verification,,"Vilnius, Vilniaus, Lithuania (Hybrid)",https://www.linkedin.com/jobs/view/4372609852/?eBP=CwEAAAGdXU_zAXfyj33quo4hBhSxWg1MWkU3rN_b6lHUlGLvOMoNMO4jsvgffLMy7ZkBT9xJ0iXvAFevUofirzztr0qFQqf5fNU9ZrYTLwLmGot7Nvwf37hRADwiNfTimU1yhowPXI8Q_9DgiMr1zuiPYnboZSNSwBbrNmR4yUSePH6XapixPwz8qlcn4T-k3HmArQp2-0wGsn4vbfHQdwp2EgRdv9ObazE7ADDZsiNwU2zFzkqIlbx2w-prwZuHLwfVF0iyrzcunN3dvuCsvGGzmc63XjE5ryvaWzGT5p54eBcsaNAhsKFcvwllzILKNsUPZ32v-TrJR2SgQgaHGfyHDoEe_91T0QXQ8WnulSX6P048bcfwUWVSZV_hkuH-HjCkXsZ9RmHqr6sbwrCiKN9KxVCMsDN5FQjcQPzkoZacceNRBqs1K5pGjyi3R-fPD7OkS52jK_Ly_Kx7xCRCqxntMURbWluyN17LhURFEc1gE-bjcXad2TLDrjNLsVbz9uurnQCjNjT6gHvpsT0WOgcrP7drHTrxtQ&refId=6i6qglSW0W6eFOYOHvBmjw%3D%3D&trackingId=G30vqdoia52YCAqRT3YMrw%3D%3D&trk=flagship3_search_srp_jobs,0.1629,0.5412,TypeScript; style sheet languages; DevOps; ICT project management methodologies; tools for software configuration management; demonstrate curiosity; Jenkins (tools for software configuration management); JavaScript; data analytics; dies
